protein_id	go_term	score	aspect
A4QPH2	GO:0004430	0.558	F
A4QPH2	GO:0005515	0.568	F
A4X5N0	GO:0015067	0.302	F
A4X5N0	GO:0015068	0.359	F
A4XXY9	GO:0005515	0.315	F
A4XXZ0	GO:0005515	0.367	F
A5K0H6	GO:0005515	0.533	F
A5PLK6	GO:0005096	0.486	F
A5PLK6	GO:0005515	0.745	F
A5PLL1	GO:0005515	0.920	F
A6H8M9	GO:0005515	0.862	F
A6NC62	GO:0005515	0.794	F
A6NC86	GO:0005515	0.410	F
A6NC86	GO:0033130	0.476	F
A6NCI4	GO:0005515	0.897	F
A6NCI5	GO:0005515	0.669	F
A6NCL2	GO:0005515	0.705	F
A6NCQ9	GO:0005515	0.896	F
A6ND91	GO:0005515	0.430	F
A6NDX4	GO:0004962	0.424	F
A6NDX4	GO:0005515	0.850	F
A6NE02	GO:0005515	0.922	F
A6NES4	GO:0005515	0.834	F
A6NEY8	GO:0005515	0.444	F
A6NFA0	GO:0005515	0.906	F
A6NFE2	GO:0005515	0.910	F
A6NFE3	GO:0005515	0.893	F
A6NFF2	GO:0003712	0.355	F
A6NFF2	GO:0005515	0.960	F
A6NFU0	GO:0005515	0.786	F
A6NGA9	GO:0005515	0.847	F
A6NGB0	GO:0005515	0.941	F
A6NGB7	GO:0005515	0.804	F
A6NGR9	GO:0005515	0.917	F
A6NGY1	GO:0005515	0.933	F
A6NGZ8	GO:0005515	0.687	F
A6NHS7	GO:0005515	0.694	F
A6NIN4	GO:0004842	0.579	F
A6NIN4	GO:0005515	0.843	F
A6NIN4	GO:0061630	0.557	F
A6NJ69	GO:0004962	0.682	F
A6NJ69	GO:0005515	0.744	F
A6NJ69	GO:0038085	0.524	F
A6NKC9	GO:0005515	0.921	F
A6NKF7	GO:0005515	0.872	F
A6NKL6	GO:0005249	0.323	F
A6NKL6	GO:0005515	0.783	F
A6NLE4	GO:0005515	0.900	F
A6NM11	GO:0005515	0.716	F
A6NM62	GO:0005515	0.820	F
A6NMD0	GO:0005515	0.911	F
A6NML5	GO:0005515	0.915	F
A6NMS7	GO:0005515	0.716	F
A6NNA2	GO:0005515	0.875	F
A6NNC1	GO:0005515	0.840	F
A6NNC1	GO:0042800	0.426	F
A7E835	GO:0005515	0.623	F
A8K0R7	GO:0005515	0.845	F
A8K979	GO:0003697	0.326	F
A8K979	GO:0004527	0.301	F
A8K979	GO:0005515	0.748	F
A8K979	GO:0008408	0.400	F
A8K979	GO:0016929	0.355	F
A8K979	GO:0070139	0.575	F
A8M6W3	GO:0000036	0.367	F
A8M6W3	GO:0016874	0.697	F
A8M6W3	GO:0031177	0.790	F
A8M6W3	GO:0070566	0.492	F
A8M6W6	GO:0004659	0.761	F
A8M6W6	GO:0030145	0.364	F
A8MPX8	GO:0004722	0.331	F
A8MPX8	GO:0005515	0.815	F
A8MQ11	GO:0005515	0.804	F
A8MT70	GO:0005515	0.904	F
A8MTW9	GO:0005515	0.868	F
A8MUN3	GO:0005515	0.914	F
A8MVX0	GO:0005515	0.924	F
A8MWE9	GO:0005515	0.897	F
A8MWV9	GO:0005249	0.325	F
A8MWV9	GO:0005251	0.359	F
A8MWV9	GO:0005515	0.864	F
A8MWV9	GO:0015269	0.340	F
A8MWV9	GO:0015459	0.954	F
A8MWV9	GO:0044325	0.491	F
A8MWV9	GO:1902282	0.443	F
A8MXV6	GO:0005515	0.916	F
A8MYZ0	GO:0004843	0.721	F
A8MYZ0	GO:0005515	0.792	F
A8MYZ0	GO:0008234	0.525	F
A8MYZ0	GO:1990380	0.454	F
A8MZ36	GO:0005515	0.951	F
A8P9W4	GO:0005199	0.466	F
A8PA37	GO:0005199	0.549	F
A9BHL2	GO:0004365	0.311	F
A9BHL2	GO:0005515	0.416	F
A9BHL2	GO:0051287	0.798	F
A9BHL2	GO:0070403	0.449	F
B1APH4	GO:0005515	0.901	F
B1MDC3	GO:0004175	0.339	F
B1MDC3	GO:0005515	0.458	F
B1MDC3	GO:0008658	0.426	F
B1MDE5	GO:0000287	0.440	F
B1MDE5	GO:0005515	0.740	F
B2RD01	GO:0005515	0.730	F
B2RD01	GO:0043565	0.302	F
B2RXF0	GO:0005515	0.551	F
B4DSL7	GO:0005515	0.540	F
B4DSL7	GO:0043565	0.349	F
B6SEH8	GO:0005515	0.590	F
B6SEH9	GO:0005515	0.618	F
B7PCV3	GO:0004867	0.555	F
B7PCV3	GO:0030414	0.332	F
B7R4L8	GO:0005515	0.502	F
B7Z8K6	GO:0005515	0.680	F
B7Z8K6	GO:0034987	0.428	F
B7Z8K6	GO:0086080	0.352	F
B8BNY7	GO:0005515	0.599	F
B8BNY8	GO:0005515	0.781	F
B8ZZ34	GO:0005515	0.898	F
B9ZUK6	GO:0071949	0.402	F
C0HMD1	GO:0005515	0.382	F
C0HMD5	GO:0004867	0.362	F
C0HMD6	GO:0005515	0.953	F
C0HMD7	GO:0005515	0.882	F
C0HME0	GO:0005515	0.882	F
C0JJA4	GO:0005515	0.663	F
C3W5S0	GO:0005515	0.740	F
C4JF73	GO:0005515	0.530	F
C6KSN4	GO:0005515	0.441	F
C6KTD4	GO:0005515	0.306	F
C9J069	GO:0005515	0.938	F
C9J202	GO:0005515	0.441	F
C9JBD0	GO:0005515	0.613	F
C9JH25	GO:0005515	0.796	F
C9JI98	GO:0005515	0.745	F
C9JL84	GO:0005515	0.799	F
C9JUS6	GO:0005515	0.801	F
C9JVW0	GO:0005515	0.874	F
C9ZDC6	GO:0020037	0.484	F
D2XUU7	GO:0005515	0.328	F
D3DTV9	GO:0005515	0.841	F
D4GU28	GO:0005515	0.838	F
D4GVA7	GO:0005515	0.673	F
D4GVA8	GO:0005515	0.691	F
D4GVA8	GO:0016887	0.567	F
D4GW82	GO:0005515	0.580	F
D4GYL4	GO:0005515	0.370	F
D5AKX4	GO:0005515	0.589	F
D5AKX5	GO:0005515	0.593	F
D5AKX6	GO:0005515	0.519	F
D5LWW7	GO:0005515	0.920	F
D6RBM5	GO:0004843	0.952	F
D6RBM5	GO:0005515	0.774	F
D6RBM5	GO:0061578	0.371	F
D6RBM5	GO:1990380	0.531	F
D6REC4	GO:0005515	0.896	F
D6RQ66	GO:0005515	0.830	F
D8QCG9	GO:0005199	0.462	F
D8QCG9	GO:0005515	0.315	F
D9PY12	GO:0005515	0.425	F
E2I9M6	GO:0004521	0.790	F
E2I9M6	GO:0005515	0.502	F
E2RYF6	GO:0005176	0.338	F
E2RYF6	GO:0005515	0.749	F
E2RYF6	GO:0030197	0.655	F
E2RYF7	GO:0005515	0.787	F
E4VP11	GO:0005515	0.469	F
E5RQL4	GO:0005515	0.709	F
E7FHH1	GO:0005515	0.422	F
E9DXX9	GO:0005515	0.637	F
E9DZB1	GO:0090729	0.459	F
E9E114	GO:0000978	0.623	F
E9E114	GO:0000981	0.665	F
E9E114	GO:0001228	0.341	F
E9E114	GO:0003700	0.412	F
E9E114	GO:0043565	0.581	F
E9F970	GO:0005515	0.436	F
E9FBT2	GO:0005199	0.536	F
E9FDE9	GO:0005199	0.582	F
E9FDE9	GO:0005515	0.302	F
F2RC64	GO:0000287	0.474	F
F2RC64	GO:0005515	0.696	F
F2SL79	GO:0016218	0.470	F
F2SL80	GO:0003700	0.368	F
F2SL86	GO:0004497	0.745	F
F2SL86	GO:0004499	0.362	F
F2SL86	GO:0016218	0.399	F
F2SL86	GO:0016491	0.303	F
F2YGR7	GO:0005515	0.673	F
F2Z333	GO:0005515	0.769	F
F4JCB3	GO:0005515	0.872	F
F5GYI3	GO:0005515	0.964	F
F5H4A9	GO:0005515	0.908	F
F5L3T2	GO:0005515	0.442	F
F5L3T3	GO:0005515	0.465	F
F8AME3	GO:0051539	0.308	F
F8L4W9	GO:0005515	0.398	F
F8L6R0	GO:0005515	0.527	F
F8L8G5	GO:0005515	0.387	F
F8L8G5	GO:0008234	0.421	F
F8L8I6	GO:0004843	0.523	F
F8L8I6	GO:0005515	0.308	F
F8V2V0	GO:0005515	0.885	F
F8WCM5	GO:0005515	0.878	F
G0RVE5	GO:0005199	0.443	F
G0RVE5	GO:0032934	0.415	F
G0S5S6	GO:0005515	0.637	F
G1XLI4	GO:0005515	0.630	F
G3G8W7	GO:0005515	0.519	F
G4MRQ6	GO:0003729	0.510	F
G4MRQ6	GO:0005515	0.424	F
G4MYD3	GO:0000978	0.447	F
G4MYD3	GO:0000981	0.596	F
G4MYD3	GO:0001228	0.414	F
G4MYD3	GO:0003700	0.641	F
G4MYD3	GO:0005515	0.322	F
G4MYD3	GO:0043565	0.605	F
G4NB33	GO:0005515	0.804	F
G4NGN5	GO:0005515	0.323	F
G9MK14	GO:0008061	0.653	F
G9MK14	GO:0090729	0.645	F
G9MNI0	GO:0008061	0.733	F
G9MNI0	GO:0090729	0.674	F
H3BNL1	GO:0005515	0.969	F
H3BQB6	GO:0005515	0.859	F
H3BV60	GO:0005515	0.752	F
H7C241	GO:0005515	0.809	F
H7C350	GO:0005515	0.948	F
H9C180	GO:0005515	0.434	F
I1RJE5	GO:0005199	0.800	F
I1RJE5	GO:0032934	0.623	F
I3L3L1	GO:0005515	0.900	F
I3L3R5	GO:0005515	0.604	F
I6XA42	GO:0005515	0.386	F
I6Y1I5	GO:0005515	0.608	F
I6Y1Q2	GO:0000287	0.314	F
I6Y1Q2	GO:0001217	0.320	F
I6Y1Q2	GO:0005515	0.338	F
I6Y498	GO:0004806	0.348	F
I6Y498	GO:0005515	0.408	F
I6Y498	GO:0015562	0.417	F
I6YGX2	GO:0005515	0.406	F
I6YGX2	GO:0008658	0.904	F
I7MD46	GO:0005515	0.468	F
I7MD46	GO:0140522	0.349	F
J4UGK4	GO:0005515	0.327	F
J4VS95	GO:0005199	0.340	F
J4VZG7	GO:0000978	0.376	F
J4VZG7	GO:0000981	0.412	F
J4VZG7	GO:0003700	0.446	F
J4VZG7	GO:0043565	0.609	F
J4W2A8	GO:0005199	0.700	F
J4WLR8	GO:0000981	0.415	F
J4WLR8	GO:0003700	0.590	F
J4WLR8	GO:0005515	0.448	F
J4WLR8	GO:0043565	0.503	F
J5J666	GO:0005515	0.783	F
J5JC27	GO:0000977	0.473	F
J5JC27	GO:0000978	0.314	F
J5JC27	GO:0000981	0.395	F
J5JC27	GO:0001228	0.369	F
J5JC27	GO:0003700	0.542	F
J5JC27	GO:0005515	0.321	F
J5JC27	GO:0043565	0.567	F
J5JM47	GO:0000978	0.318	F
J5JM47	GO:0000981	0.428	F
J5JM47	GO:0003700	0.574	F
J5JM47	GO:0043565	0.537	F
J5JTB1	GO:0008061	0.346	F
J5K1D5	GO:0000978	0.623	F
J5K1D5	GO:0000981	0.649	F
J5K1D5	GO:0003700	0.538	F
J5K1D5	GO:0043565	0.347	F
J9UD11	GO:0005337	0.666	F
J9UD11	GO:0015210	0.669	F
J9UD11	GO:0015213	0.357	F
J9UD11	GO:0034257	0.504	F
J9VDC2	GO:0004252	0.705	F
J9VG14	GO:0000976	0.338	F
J9VG14	GO:0003700	0.302	F
J9VG14	GO:0005515	0.647	F
J9VJ62	GO:0000978	0.348	F
J9VJ62	GO:0000981	0.447	F
J9VJ62	GO:0003700	0.524	F
J9VUG5	GO:0000978	0.479	F
J9VUG5	GO:0000981	0.518	F
J9VUG5	GO:0003700	0.613	F
J9VUG5	GO:0005515	0.324	F
J9VUG5	GO:0043565	0.338	F
J9VWG0	GO:0000978	0.470	F
J9VWG0	GO:0000981	0.491	F
J9VWG0	GO:0001228	0.310	F
J9VWG0	GO:0003700	0.612	F
J9VWG0	GO:0005515	0.360	F
J9VWG0	GO:0043565	0.462	F
K5TWP9	GO:0005515	0.569	F
K5TWP9	GO:0009055	0.650	F
K5TWP9	GO:0051537	0.743	F
K5TWP9	GO:0051539	0.676	F
L7F3F8	GO:0020037	0.351	F
L7N648	GO:0005515	0.852	F
M0QZC1	GO:0005515	0.860	F
M0QZD8	GO:0005515	0.618	F
M3B4Q3	GO:0005515	0.310	F
O05910	GO:0005515	0.706	F
O06550	GO:0003677	0.503	F
O06550	GO:0003700	0.338	F
O06550	GO:0005515	0.396	F
O06550	GO:0043565	0.353	F
O13502	GO:0005199	0.427	F
O13503	GO:0005199	0.624	F
O15255	GO:0005515	0.940	F
O17899	GO:0004930	0.467	F
O17899	GO:0005515	0.511	F
O24769	GO:0002953	0.420	F
O24770	GO:0005515	0.348	F
O43236	GO:0005515	0.910	F
O50329	GO:0005515	0.712	F
O50330	GO:0005515	0.784	F
O50330	GO:0016887	0.363	F
O50333	GO:0005515	0.725	F
O50333	GO:0042802	0.334	F
O50335	GO:0005515	0.882	F
O50337	GO:0005515	0.851	F
O50338	GO:0005515	0.679	F
O50338	GO:0042802	0.546	F
O51624	GO:0005515	0.474	F
O53718	GO:0005515	0.945	F
O60047	GO:0005199	0.494	F
O60268	GO:0005515	0.921	F
O60279	GO:0005515	0.701	F
O60279	GO:0005540	0.544	F
O60281	GO:0005515	0.846	F
O60290	GO:0005515	0.816	F
O60309	GO:0005515	0.709	F
O60384	GO:0005515	0.916	F
O64191	GO:0005515	0.749	F
O64191	GO:0051500	0.586	F
O64602	GO:0005515	0.897	F
O75071	GO:0005515	0.866	F
O75264	GO:0005515	0.778	F
O76269	GO:0005337	0.817	F
O76269	GO:0015210	0.705	F
O76269	GO:0015213	0.499	F
O76343	GO:0005337	0.726	F
O76343	GO:0015210	0.651	F
O76343	GO:0015213	0.455	F
O94217	GO:0005199	0.851	F
O95744	GO:0005515	0.741	F
O96002	GO:0005515	0.735	F
O96637	GO:0005515	0.339	F
O97297	GO:0004521	0.336	F
O97297	GO:0005515	0.428	F
P0C2Y1	GO:0005515	0.942	F
P0C672	GO:0005515	0.745	F
P0C6C1	GO:0005515	0.924	F
P0C7L1	GO:0005515	0.418	F
P0C7N4	GO:0005515	0.932	F
P0C7T8	GO:0005515	0.861	F
P0C7U1	GO:0005515	0.449	F
P0C7U9	GO:0005515	0.872	F
P0C7V9	GO:0005515	0.533	F
P0C854	GO:0005515	0.780	F
P0C874	GO:0005515	0.910	F
P0C874	GO:0051018	0.403	F
P0CG23	GO:0005515	0.786	F
P0CL83	GO:0005515	0.853	F
P0CL84	GO:0005515	0.808	F
P0CL85	GO:0005515	0.807	F
P0DJ93	GO:0005515	0.835	F
P0DJR0	GO:0003924	0.503	F
P0DJR0	GO:0005515	0.817	F
P0DKX4	GO:0005515	0.818	F
P0DL12	GO:0005515	0.889	F
P0DMB2	GO:0005515	0.911	F
P0DMQ5	GO:0005515	0.676	F
P0DP72	GO:0005515	0.792	F
P0DPE3	GO:0005515	0.862	F
P0DQW1	GO:0005515	0.821	F
P0DRE2	GO:0001515	0.303	F
P0DRE2	GO:0004867	0.706	F
P0DRE2	GO:0008191	0.553	F
P0DRE2	GO:0030598	0.304	F
P0DRE2	GO:0090729	0.752	F
P0DRE3	GO:0090729	0.334	F
P0DRE6	GO:0090729	0.319	F
P0DRE9	GO:0004568	0.324	F
P0DRF1	GO:0001515	0.383	F
P0DRF1	GO:0004867	0.397	F
P0DRF1	GO:0008191	0.735	F
P0DRF1	GO:0090729	0.638	F
P0DRF2	GO:0008191	0.634	F
P0DRF2	GO:0090729	0.501	F
P0DRF6	GO:0008191	0.539	F
P0DRF6	GO:0090729	0.462	F
P0DRG0	GO:0008191	0.524	F
P0DRG0	GO:0090729	0.456	F
P0DRG2	GO:0004867	0.367	F
P0DRG3	GO:0008191	0.720	F
P0DRG3	GO:0090729	0.580	F
P0DRG5	GO:0004867	0.407	F
P0DRG5	GO:0090729	0.348	F
P0DRG6	GO:0004867	0.576	F
P0DRG6	GO:0008191	0.322	F
P0DRG6	GO:0090729	0.419	F
P0DRG7	GO:0004623	0.438	F
P0DRG7	GO:0004867	0.377	F
P0DRG7	GO:0090729	0.376	F
P0DRG8	GO:0008191	0.454	F
P0DRG9	GO:0008191	0.617	F
P0DRG9	GO:0090729	0.517	F
P0DRH0	GO:0004867	0.684	F
P0DRH0	GO:0090729	0.393	F
P0DRH2	GO:0008191	0.652	F
P0DRH2	GO:0090729	0.554	F
P0DRH3	GO:0005184	0.358	F
P0DRH4	GO:0005184	0.364	F
P0DRH4	GO:0071855	0.462	F
P0DRH5	GO:0090729	0.372	F
P0DRH7	GO:0090729	0.408	F
P0DRH8	GO:0004867	0.487	F
P0DRH8	GO:0019870	0.313	F
P0DRH8	GO:0090729	0.550	F
P0DRH9	GO:0005515	0.447	F
P0DRI0	GO:0005515	0.340	F
P0DRI2	GO:0001664	0.315	F
P0DRI2	GO:0005515	0.439	F
P0DRI2	GO:0048018	0.393	F
P0DRI3	GO:0090729	0.678	F
P0DRI5	GO:0005515	0.894	F
P0DRI6	GO:0005515	0.441	F
P0DRI7	GO:0005515	0.461	F
P0DSO2	GO:0005515	0.921	F
P0DTF9	GO:0005515	0.724	F
P0DXG5	GO:0003677	0.317	F
P0DXG5	GO:0005515	0.306	F
P0DXG6	GO:0010181	0.634	F
P0DXG6	GO:0070401	0.410	F
P0DXG6	GO:0070967	0.454	F
P0DXG7	GO:0004014	0.322	F
P0DXG7	GO:0004109	0.516	F
P0DXG7	GO:0005506	0.441	F
P0DXG7	GO:0005515	0.356	F
P0DXN8	GO:0005515	0.522	F
P0DXN9	GO:0005515	0.850	F
P0DXO4	GO:0005515	0.547	F
P0DXO5	GO:0005515	0.554	F
P0DXO5	GO:0106026	0.336	F
P0DXO6	GO:0005515	0.601	F
P0DXU4	GO:0005515	0.320	F
P0DXU4	GO:0015190	0.338	F
P0DXU4	GO:0015562	0.407	F
P0DXU6	GO:0005515	0.345	F
P0DXU6	GO:0015190	0.345	F
P0DXU8	GO:0005515	0.374	F
P0DXU8	GO:0015562	0.424	F
P0DXV5	GO:0004497	0.831	F
P0DXV5	GO:0016218	0.429	F
P0DXV6	GO:0004497	0.882	F
P0DXV6	GO:0008445	0.320	F
P0DXV6	GO:0016218	0.322	F
P0DXW1	GO:0005515	0.310	F
P0DXW3	GO:0004867	0.311	F
P0DXW3	GO:0090729	0.347	F
P0DXW4	GO:0008061	0.315	F
P0DXW4	GO:0019870	0.470	F
P0DXW4	GO:0090729	0.791	F
P0DXW5	GO:0004867	0.688	F
P0DXW5	GO:0008061	0.410	F
P0DXW5	GO:0030414	0.424	F
P0DXW6	GO:0005515	0.330	F
P0DXW6	GO:0090729	0.342	F
P0DXW7	GO:0019870	0.331	F
P0DXW7	GO:0090729	0.646	F
P0DXW8	GO:0005515	0.317	F
P0DXW8	GO:0019870	0.597	F
P0DXW8	GO:0090729	0.778	F
P0DXW9	GO:0005515	0.427	F
P0DXX0	GO:0004867	0.605	F
P0DXX1	GO:0005515	0.366	F
P0DXX1	GO:0140911	0.355	F
P0DXX2	GO:0022829	0.459	F
P0DXX2	GO:0140911	0.343	F
P0DXX3	GO:0022829	0.378	F
P0DXX5	GO:0005515	0.389	F
P0DXX6	GO:0005515	0.807	F
P0DXX7	GO:0005515	0.848	F
P0DXX8	GO:0005515	0.721	F
P0DXX8	GO:0008094	0.453	F
P0DXY1	GO:0010181	0.388	F
P0DXY1	GO:0070401	0.444	F
P0DXZ1	GO:0004141	0.336	F
P0DXZ3	GO:0000976	0.310	F
P0DXZ3	GO:0001216	0.333	F
P0DXZ3	GO:0003700	0.590	F
P0DXZ3	GO:0005515	0.311	F
P0DXZ4	GO:0090729	0.851	F
P0DXZ5	GO:0004867	0.457	F
P0DXZ5	GO:0019870	0.470	F
P0DXZ5	GO:0030550	0.323	F
P0DXZ5	GO:0090729	0.657	F
P0DXZ7	GO:0090729	0.352	F
P0DXZ8	GO:0005515	0.304	F
P0DXZ9	GO:0005515	0.590	F
P0DY00	GO:0090729	0.443	F
P0DY01	GO:0005184	0.372	F
P0DY01	GO:0005515	0.311	F
P0DY01	GO:0071855	0.360	F
P0DY02	GO:0005515	0.302	F
P0DY02	GO:0090729	0.324	F
P0DY03	GO:0090729	0.473	F
P0DY04	GO:0005515	0.589	F
P0DY15	GO:0005515	0.467	F
P0DY18	GO:0090729	0.426	F
P0DY21	GO:0004867	0.495	F
P0DY24	GO:0004867	0.413	F
P0DY24	GO:0005515	0.325	F
P0DY24	GO:0090729	0.377	F
P0DY25	GO:0004867	0.451	F
P0DY25	GO:0090729	0.607	F
P0DY38	GO:0008061	0.319	F
P0DY38	GO:0019870	0.375	F
P0DY38	GO:0019871	0.390	F
P0DY38	GO:0090729	0.741	F
P0DY39	GO:0005125	0.524	F
P0DY39	GO:0005515	0.326	F
P0DY40	GO:0004867	0.585	F
P0DY40	GO:0005515	0.311	F
P0DY40	GO:0008061	0.346	F
P0DY40	GO:0140073	0.308	F
P0DY41	GO:0008061	0.682	F
P0DY41	GO:0090729	0.453	F
P0DY43	GO:0090729	0.547	F
P0DY44	GO:0004867	0.533	F
P0DY55	GO:0005515	0.398	F
P10266	GO:0003964	0.510	F
P10266	GO:0005515	0.636	F
P52746	GO:0005515	0.867	F
P60509	GO:0005515	0.720	F
P60608	GO:0005515	0.730	F
P61550	GO:0005515	0.651	F
P61565	GO:0005515	0.771	F
P62502	GO:0005515	0.533	F
P62684	GO:0003723	0.391	F
P62684	GO:0004521	0.384	F
P62684	GO:0005515	0.826	F
P63121	GO:0005515	0.651	F
P63124	GO:0005515	0.658	F
P63128	GO:0003723	0.458	F
P63128	GO:0005515	0.788	F
P63132	GO:0003964	0.753	F
P63132	GO:0005515	0.592	F
P63133	GO:0003964	0.756	F
P63133	GO:0005515	0.595	F
P63135	GO:0003964	0.737	F
P63135	GO:0005515	0.601	F
P63136	GO:0003964	0.755	F
P63136	GO:0005515	0.593	F
P63145	GO:0003723	0.412	F
P63145	GO:0004521	0.403	F
P63145	GO:0005515	0.819	F
P71888	GO:0001217	0.345	F
P71888	GO:0003677	0.410	F
P71888	GO:0003700	0.505	F
P71888	GO:0005515	0.391	F
P71888	GO:0043565	0.354	F
P74174	GO:0005515	0.356	F
P78601	GO:0005515	0.368	F
P78602	GO:0005199	0.313	F
P79072	GO:0032934	0.419	F
P96857	GO:0000287	0.466	F
P9WEF9	GO:0000976	0.580	F
P9WEF9	GO:0003700	0.709	F
P9WEF9	GO:0005515	0.307	F
P9WEF9	GO:0043565	0.670	F
P9WEG2	GO:0004497	0.381	F
P9WEG2	GO:0016218	0.654	F
P9WEG3	GO:0004161	0.370	F
P9WEG3	GO:0004659	0.980	F
P9WEG5	GO:0004497	0.553	F
P9WEG5	GO:0016491	0.315	F
P9WEJ4	GO:0005515	0.650	F
Q00367	GO:0005199	0.438	F
Q00367	GO:0032934	0.351	F
Q00368	GO:0005515	0.512	F
Q00368	GO:0008289	0.350	F
Q008S8	GO:0005085	0.371	F
Q008S8	GO:0005515	0.873	F
Q01491	GO:0003729	0.361	F
Q01491	GO:0005515	0.652	F
Q02325	GO:0005515	0.557	F
Q05C16	GO:0005515	0.887	F
Q06K53	GO:0005515	0.329	F
Q06K97	GO:0005515	0.406	F
Q0CPG6	GO:0004497	0.880	F
Q0CPG6	GO:0016218	0.713	F
Q0CPG6	GO:0016491	0.377	F
Q0D2K5	GO:0005515	0.603	F
Q0P670	GO:0005515	0.935	F
Q0P6D2	GO:0005515	0.593	F
Q0S4Q9	GO:0047571	0.326	F
Q0S4Q9	GO:0050660	0.449	F
Q0URD7	GO:0000978	0.423	F
Q0URD7	GO:0000981	0.445	F
Q0URD7	GO:0001228	0.379	F
Q0URD7	GO:0003677	0.398	F
Q0URD7	GO:0003700	0.598	F
Q0URD7	GO:0005515	0.471	F
Q0URD7	GO:0043565	0.487	F
Q0UTF0	GO:0000978	0.491	F
Q0UTF0	GO:0000981	0.620	F
Q0UTF0	GO:0001228	0.568	F
Q0UTF0	GO:0003700	0.551	F
Q0UTF0	GO:0005515	0.489	F
Q0UTF0	GO:0043565	0.574	F
Q0VDD8	GO:0005515	0.796	F
Q107X0	GO:0005515	0.881	F
Q12766	GO:0005515	0.862	F
Q13401	GO:0005515	0.558	F
Q13670	GO:0005515	0.797	F
Q14236	GO:0005515	0.872	F
Q15053	GO:0005515	0.811	F
Q15195	GO:0005515	0.518	F
Q156A1	GO:0005515	0.460	F
Q15846	GO:0005515	0.829	F
Q16048	GO:0005515	0.867	F
Q17NR4	GO:0005515	0.358	F
Q17NR4	GO:0090729	0.472	F
Q17R55	GO:0005515	0.856	F
Q17RQ9	GO:0005515	0.830	F
Q1D148	GO:0005515	0.692	F
Q1D148	GO:0016887	0.432	F
Q1PA41	GO:0005515	0.359	F
Q1PA41	GO:0047657	0.436	F
Q1T7F1	GO:0005515	0.846	F
Q1XH10	GO:0001227	0.479	F
Q1XH10	GO:0003714	0.327	F
Q1XH10	GO:0005515	0.766	F
Q1XH10	GO:0042826	0.308	F
Q1XH10	GO:1990837	0.419	F
Q22HI5	GO:0005515	0.548	F
Q23421	GO:0005515	0.810	F
Q239Y2	GO:0005515	0.554	F
Q2FXP4	GO:0005515	0.748	F
Q2KHR3	GO:0005515	0.689	F
Q2M238	GO:0005515	0.808	F
Q2M2E5	GO:0005515	0.666	F
Q2PAY2	GO:0005515	0.488	F
Q2PAY3	GO:0005515	0.638	F
Q2RW96	GO:0005515	0.513	F
Q2RW96	GO:0042802	0.318	F
Q2RW97	GO:0005515	0.468	F
Q2RW98	GO:0005515	0.664	F
Q2TR58	GO:0004180	0.780	F
Q2TR58	GO:0008658	0.717	F
Q2TR58	GO:0008800	0.804	F
Q30KQ1	GO:0001530	0.363	F
Q30KQ1	GO:0005515	0.555	F
Q30KQ1	GO:0031731	0.577	F
Q30KQ7	GO:0005515	0.528	F
Q30KQ9	GO:0005515	0.602	F
Q32NC0	GO:0005515	0.840	F
Q381V1	GO:0005515	0.839	F
Q381X9	GO:0005515	0.336	F
Q386F1	GO:0005337	0.745	F
Q386F1	GO:0015210	0.636	F
Q386F1	GO:0015213	0.462	F
Q386F1	GO:0034257	0.404	F
Q386M3	GO:0005515	0.803	F
Q386M3	GO:0008017	0.396	F
Q38CB5	GO:0005515	0.531	F
Q3C1V0	GO:0005515	0.867	F
Q3C1V9	GO:0005515	0.895	F
Q3HS86	GO:0005199	0.840	F
Q3HS86	GO:0005515	0.311	F
Q3HS87	GO:0005515	0.365	F
Q3J189	GO:0020037	0.521	F
Q3KNT7	GO:0005515	0.577	F
Q3LI62	GO:0005515	0.540	F
Q3MIP1	GO:0005515	0.772	F
Q3MIW9	GO:0005515	0.679	F
Q3Y452	GO:0005515	0.905	F
Q3ZCT8	GO:0005515	0.915	F
Q400G9	GO:0005515	0.795	F
Q499Z3	GO:0005515	0.852	F
Q4D9P2	GO:0005515	0.449	F
Q4FKP8	GO:0004482	0.350	F
Q4FKP8	GO:0004483	0.620	F
Q4FKP8	GO:0008757	0.437	F
Q4G0A6	GO:0004843	0.485	F
Q4G0A6	GO:0005515	0.856	F
Q4G0A6	GO:1990380	0.344	F
Q4G0N0	GO:0005515	0.706	F
Q4GZF2	GO:0005515	0.423	F
Q4QY38	GO:0005515	0.543	F
Q4WE63	GO:0000978	0.453	F
Q4WE63	GO:0000981	0.653	F
Q4WE63	GO:0001228	0.465	F
Q4WE63	GO:0003700	0.677	F
Q4WE63	GO:0005515	0.477	F
Q4WE63	GO:0043565	0.658	F
Q4WEK0	GO:0005199	0.407	F
Q4WK40	GO:0000978	0.543	F
Q4WK40	GO:0000981	0.462	F
Q4WK40	GO:0003700	0.648	F
Q4WK40	GO:0043565	0.610	F
Q4WUQ8	GO:0005515	0.701	F
Q4WUQ8	GO:0050897	0.306	F
Q4WYQ4	GO:0003700	0.385	F
Q4WYQ4	GO:0005515	0.470	F
Q4X055	GO:0032934	0.418	F
Q52LC2	GO:0005515	0.784	F
Q52M58	GO:0005515	0.907	F
Q53AM4	GO:0005515	0.448	F
Q56UN5	GO:0005515	0.905	F
Q56UN5	GO:0051018	0.399	F
Q57V03	GO:0005515	0.315	F
