protein_id	go_term	score	aspect
A0A286YEY9	GO:0005515	0.876	F
A0A286YF01	GO:0005515	0.846	F
A0A286YF18	GO:0005515	0.901	F
A0A286YF46	GO:0005515	0.862	F
A0A286YF58	GO:0005515	0.694	F
A0A286YF60	GO:0005515	0.842	F
A0A286YF77	GO:0005515	0.817	F
A0A286YFB4	GO:0005515	0.780	F
A0A286YFB4	GO:0030280	0.310	F
A0A286YFG1	GO:0005515	0.826	F
A0A286YFK9	GO:0005515	0.694	F
A0A2R8Y4M4	GO:0004842	0.446	F
A0A2R8Y4M4	GO:0005515	0.897	F
A0A2R8Y4M4	GO:0061630	0.759	F
A0A2R8Y4Y8	GO:0005515	0.593	F
A0A2R8Y747	GO:0005515	0.937	F
A0A2R8Y7Y5	GO:0005515	0.745	F
A0A2R8YCJ5	GO:0005515	0.861	F
A0A2R8YFM6	GO:0005515	0.522	F
A0A2T3YYV2	GO:0005199	0.329	F
A0A2T3YYV2	GO:0008061	0.598	F
A0A2T3ZJ73	GO:0005199	0.751	F
A0A2T3ZJV9	GO:0050525	0.359	F
A0A2Z4LIS9	GO:0000976	0.409	F
A0A2Z4LIS9	GO:0000978	0.508	F
A0A2Z4LIS9	GO:0001227	0.314	F
A0A2Z4LIS9	GO:0001228	0.533	F
A0A2Z4LIS9	GO:0003700	0.551	F
A0A2Z4LIS9	GO:0005515	0.655	F
A0A2Z4LIS9	GO:0043565	0.330	F
A0A2Z4LIS9	GO:1990837	0.419	F
A0A2Z5U3C2	GO:0004497	0.773	F
A0A2Z5U3C2	GO:0016218	0.941	F
A0A2Z5U3C2	GO:0016491	0.527	F
A0A384L0Y7	GO:0005515	0.502	F
A0A385XI13	GO:0016218	0.322	F
A0A385XIL0	GO:0005515	0.491	F
A0A3P8MJV5	GO:0090729	0.599	F
A0A411D538	GO:0005515	0.638	F
A0A423VH03	GO:0000978	0.475	F
A0A423VH03	GO:0000981	0.475	F
A0A423VH03	GO:0003700	0.602	F
A0A423VH03	GO:0043565	0.472	F
A0A423VWI2	GO:0008061	0.629	F
A0A423VWI2	GO:0030248	0.478	F
A0A423W697	GO:0005515	0.661	F
A0A429XDI3	GO:0005515	0.320	F
A0A429XDI3	GO:0070006	0.487	F
A0A429XDI3	GO:0070573	0.346	F
A0A455LJ99	GO:0000978	0.663	F
A0A455LJ99	GO:0000981	0.515	F
A0A455LJ99	GO:0001228	0.342	F
A0A455LJ99	GO:0003700	0.576	F
A0A455LJ99	GO:0043565	0.516	F
A0A455ZM03	GO:0004497	0.857	F
A0A455ZM03	GO:0016218	0.804	F
A0A455ZM03	GO:0016491	0.727	F
A0A455ZMR3	GO:0016216	0.807	F
A0A482PJF5	GO:0004842	0.687	F
A0A482PJF5	GO:0005515	0.836	F
A0A482PJF5	GO:0061630	0.734	F
A0A482PJY4	GO:0004842	0.700	F
A0A482PJY4	GO:0005515	0.854	F
A0A482PJY4	GO:0061630	0.767	F
A0A482PUS2	GO:0004842	0.652	F
A0A482PUS2	GO:0005515	0.809	F
A0A482PUS2	GO:0061630	0.574	F
A0A494BZU4	GO:0005515	0.615	F
A0A509AKT6	GO:0005515	0.537	F
A0A5F9ZH02	GO:0005515	0.534	F
A0A5F9ZHS7	GO:0000978	0.415	F
A0A5F9ZHS7	GO:0003700	0.363	F
A0A5F9ZHS7	GO:0005515	0.676	F
A0A5F9ZHS7	GO:1990837	0.374	F
A0A6A6H402	GO:0004659	0.848	F
A0A6B9HEI0	GO:0016757	0.445	F
A0A6B9HEI0	GO:0016758	0.646	F
A0A6E8W6Y5	GO:0005230	0.379	F
A0A6E8W6Y5	GO:0005261	0.371	F
A0A6I8PU40	GO:0005515	0.961	F
A0A6M3YMB5	GO:0005515	0.739	F
A0A6V8GY66	GO:0051377	0.681	F
A0A7I2V3R4	GO:0004842	0.352	F
A0A7I2V3R4	GO:0005515	0.850	F
A0A7I2V3R4	GO:0061630	0.412	F
A0A7J6JXE5	GO:0004252	0.329	F
A0A7J6JXE5	GO:0005515	0.535	F
A0A7J6K0L7	GO:0005515	0.490	F
A0A7J6K144	GO:0005515	0.358	F
A0A7J6K463	GO:0003723	0.329	F
A0A7J6K463	GO:0005515	0.392	F
A0A7J6K5A8	GO:0005515	0.828	F
A0A7J6K805	GO:0005515	0.669	F
A0A7J6K805	GO:0050265	0.301	F
A0A7J6KC99	GO:0005515	0.346	F
A0A7J6KDB0	GO:0008061	0.334	F
A0A7J6KF92	GO:0005515	0.734	F
A0A7R7ZUZ1	GO:0051377	0.712	F
A0A7S7NT01	GO:0004553	0.319	F
A0A7T8F1J6	GO:0019200	0.373	F
A0A7T8F1J6	GO:0140383	0.651	F
A0A7T8F1L1	GO:0016857	0.462	F
A0A7T8F1L1	GO:0030411	0.376	F
A0A7T8F1L1	GO:0042802	0.323	F
A0A7T8F1L3	GO:0008168	0.703	F
A0A7T8F1L3	GO:0008757	0.599	F
A0A7T8F1L4	GO:0016218	0.566	F
A0A7T8F1L4	GO:0050564	0.531	F
A0A7T8F1L4	GO:1904091	0.692	F
A0A7U2I117	GO:0000978	0.304	F
A0A7U2I117	GO:0003700	0.336	F
A0A7U2I117	GO:0005515	0.342	F
A0A7U2QXW1	GO:0000978	0.747	F
A0A7U2QXW1	GO:0000981	0.619	F
A0A7U2QXW1	GO:0001228	0.465	F
A0A7U2QXW1	GO:0003700	0.486	F
A0A7U2QXW1	GO:0043565	0.401	F
A0A8B0M5T9	GO:0016216	0.858	F
A0A8B0M5T9	GO:0016218	0.514	F
A0A8B0M5T9	GO:0016706	0.409	F
A0A8B0M728	GO:0050564	0.662	F
A0A8B0M728	GO:1904091	0.930	F
A0A8B0M9T7	GO:0004735	0.709	F
A0A8V8TLY5	GO:0005515	0.796	F
A0A9P4XV22	GO:0000978	0.551	F
A0A9P4XV22	GO:0000981	0.406	F
A0A9P4XV22	GO:0001228	0.331	F
A0A9P4XV22	GO:0003700	0.523	F
A0A9P4XV22	GO:0043565	0.406	F
A0A9P4XWM4	GO:0003729	0.896	F
A0A9P5BNK0	GO:0005515	0.399	F
A0A9P5CTI1	GO:0003993	0.845	F
A0A9W3HR36	GO:0005515	0.487	F
A0A9W3HR39	GO:0005515	0.438	F
A0A9W3HR52	GO:0005515	0.845	F
A0A9W3HR60	GO:0005515	0.708	F
A0A9W3N256	GO:0005515	0.543	F
A0AAD6ISS3	GO:0036320	0.428	F
A0AAD6NH75	GO:0005484	0.770	F
A0AAD6NH75	GO:0005515	0.754	F
A0AAD6NIB7	GO:0008061	0.316	F
A0AAE9G628	GO:0005515	0.748	F
A0AAG2TCD0	GO:0005515	0.696	F
A0AAG2TU59	GO:0005515	0.841	F
A0AAG2TU59	GO:0061630	0.450	F
A0AAG2TUQ4	GO:0005515	0.908	F
A0AAG2TWJ7	GO:0005515	0.862	F
A0AAG2UXJ6	GO:0005515	0.909	F
A0AAI7ZGA5	GO:0042802	0.312	F
A0AAI7ZGC7	GO:0005515	0.368	F
A0AAN2H888	GO:0005515	0.890	F
A0AAN4PB13	GO:0050564	0.531	F
A0AAN4PB13	GO:1904091	0.900	F
A0AAQ5BHU3	GO:0005515	0.389	F
A0AAQ5BIG5	GO:0005515	0.711	F
A0AAU7VAE8	GO:0005515	0.591	F
A0AB32TH67	GO:0005125	0.809	F
A0AB32TH67	GO:0005515	0.344	F
A0AB73RZI6	GO:0000978	0.732	F
A0AB73RZI6	GO:0000981	0.563	F
A0AB73RZI6	GO:0001228	0.509	F
A0AB73RZI6	GO:0003700	0.757	F
A0AB73RZI6	GO:0043565	0.666	F
A0PJX8	GO:0005515	0.805	F
A0PJX8	GO:0061507	0.526	F
A0QUE0	GO:0000287	0.305	F
A0QUE0	GO:0005515	0.652	F
A0QUE0	GO:0005524	0.302	F
A0QUE0	GO:0016887	0.649	F
A0QV03	GO:0003735	0.956	F
A0QV03	GO:0005515	0.325	F
A0R0H1	GO:0005515	0.438	F
A0R0H1	GO:0008658	0.991	F
A0R0H1	GO:0008955	0.387	F
A0R0H1	GO:0009002	0.802	F
A0R2N2	GO:0000976	0.360	F
A0R2N2	GO:0003677	0.373	F
A0R2N2	GO:0005515	0.539	F
A0R530	GO:0000976	0.314	F
A0R530	GO:0001217	0.439	F
A0R530	GO:0003700	0.675	F
A0R5I3	GO:0005515	0.483	F
A0R5I3	GO:0008658	0.993	F
A0R5I3	GO:0008955	0.519	F
A0R5I3	GO:0009002	0.662	F
A0ZSE6	GO:0005515	0.657	F
A1CVQ3	GO:0009975	0.579	F
A1CVQ3	GO:0016218	0.768	F
A1DBL3	GO:0008061	0.469	F
A1DBL3	GO:0090729	0.770	F
A1DBL3	GO:0140295	0.649	F
A1Z8F4	GO:0000976	0.453	F
A1Z8F4	GO:0000977	0.499	F
A1Z8F4	GO:0000978	0.476	F
A1Z8F4	GO:0000981	0.592	F
A1Z8F4	GO:0001223	0.378	F
A1Z8F4	GO:0001227	0.358	F
A1Z8F4	GO:0001228	0.380	F
A1Z8F4	GO:0003677	0.437	F
A1Z8F4	GO:0003700	0.537	F
A1Z8F4	GO:0043565	0.544	F
A1Z8F4	GO:0070579	0.387	F
A2AJT9	GO:0003723	0.410	F
A2AJT9	GO:0005515	0.845	F
A2CJ06	GO:0005515	0.794	F
A2E926	GO:0005515	0.700	F
A2IA78	GO:0090729	0.635	F
A2IAB1	GO:0000772	0.477	F
A2IAB1	GO:0090729	0.931	F
A2IAB2	GO:0090729	0.877	F
A2IAD0	GO:0019870	0.452	F
A2IAD0	GO:0019871	0.643	F
A2IAD0	GO:0090729	0.806	F
A2IAD2	GO:0090729	0.903	F
A2QQU8	GO:0001216	0.549	F
A2QQU8	GO:0003700	0.398	F
A4D1E1	GO:0005515	0.752	F
A4D1F6	GO:0005515	0.876	F
A4D1S0	GO:0005515	0.875	F
A4D1U4	GO:0005085	0.396	F
A4D1U4	GO:0005515	0.832	F
A4D2B8	GO:0005515	0.870	F
A4D9K7	GO:0000978	0.727	F
A4D9K7	GO:0000981	0.582	F
A4D9K7	GO:0001228	0.558	F
A4D9K7	GO:0003700	0.390	F
A4D9K7	GO:0043565	0.359	F
A4FU49	GO:0005515	0.880	F
A4FU69	GO:0005515	0.879	F
A4FU69	GO:0061891	0.344	F
A4QPH2	GO:0004430	0.951	F
A4QPH2	GO:0005515	0.643	F
A4X5N0	GO:0015068	0.355	F
A4XXY9	GO:0004106	0.575	F
A5K0H6	GO:0003729	0.383	F
A5K0H6	GO:0045182	0.626	F
A5PLK6	GO:0005515	0.832	F
A5PLL1	GO:0005515	0.904	F
A6H8M9	GO:0005515	0.816	F
A6NC62	GO:0005515	0.810	F
A6NC86	GO:0005515	0.537	F
A6NCI4	GO:0005515	0.827	F
A6NCI5	GO:0005515	0.925	F
A6NCL2	GO:0005515	0.563	F
A6NCQ9	GO:0004842	0.442	F
A6NCQ9	GO:0005515	0.852	F
A6NCQ9	GO:0061630	0.619	F
A6ND91	GO:0005515	0.437	F
A6NDX4	GO:0005515	0.821	F
A6NE02	GO:0005515	0.865	F
A6NES4	GO:0005515	0.907	F
A6NEY8	GO:0005515	0.348	F
A6NFA0	GO:0005515	0.944	F
A6NFE2	GO:0005515	0.865	F
A6NFE3	GO:0005515	0.846	F
A6NFF2	GO:0005515	0.838	F
A6NFU0	GO:0005515	0.719	F
A6NGA9	GO:0005515	0.777	F
A6NGB0	GO:0005515	0.961	F
A6NGB7	GO:0005515	0.886	F
A6NGR9	GO:0005515	0.889	F
A6NGY1	GO:0005515	0.884	F
A6NGZ8	GO:0005515	0.677	F
A6NHS7	GO:0005515	0.650	F
A6NIN4	GO:0004842	0.581	F
A6NIN4	GO:0005515	0.668	F
A6NIN4	GO:0061630	0.632	F
A6NJ69	GO:0004962	0.758	F
A6NJ69	GO:0005515	0.864	F
A6NJ69	GO:0038085	0.633	F
A6NKC9	GO:0005515	0.915	F
A6NKF7	GO:0005515	0.877	F
A6NKL6	GO:0005515	0.760	F
A6NLE4	GO:0005515	0.896	F
A6NM11	GO:0005515	0.829	F
A6NM62	GO:0005515	0.766	F
A6NMD0	GO:0005515	0.817	F
A6NML5	GO:0005515	0.847	F
A6NMS7	GO:0005515	0.831	F
A6NNA2	GO:0003723	0.476	F
A6NNA2	GO:0005515	0.865	F
A6NNC1	GO:0005515	0.749	F
A7E835	GO:0005515	0.428	F
A8K0R7	GO:0005515	0.861	F
A8K979	GO:0003906	0.525	F
A8K979	GO:0004520	0.514	F
A8K979	GO:0004527	0.891	F
A8K979	GO:0005515	0.659	F
A8K979	GO:0008408	0.672	F
A8K979	GO:0008409	0.375	F
A8K979	GO:0019104	0.366	F
A8K979	GO:0035312	0.468	F
A8M6W3	GO:0050564	0.336	F
A8M6W6	GO:0004161	0.569	F
A8M6W6	GO:0004659	0.991	F
A8MPX8	GO:0004722	0.667	F
A8MPX8	GO:0005515	0.799	F
A8MQ11	GO:0005515	0.619	F
A8MT70	GO:0005515	0.922	F
A8MTW9	GO:0005102	0.306	F
A8MTW9	GO:0005515	0.795	F
A8MUN3	GO:0005515	0.960	F
A8MVX0	GO:0005515	0.880	F
A8MWE9	GO:0005515	0.880	F
A8MWV9	GO:0005251	0.423	F
A8MWV9	GO:0005515	0.746	F
A8MWV9	GO:0015459	0.802	F
A8MXV6	GO:0005515	0.902	F
A8MYZ0	GO:0004843	0.385	F
A8MYZ0	GO:0005515	0.839	F
A8MYZ0	GO:0008234	0.716	F
A8MZ36	GO:0005515	0.926	F
A9BHL2	GO:0051287	0.303	F
A9CJR8	GO:0004099	0.831	F
B1APH4	GO:0005515	0.927	F
B1MDC3	GO:0005515	0.381	F
B1MDC3	GO:0008658	0.939	F
B1MDC3	GO:0009002	0.411	F
B1MDE5	GO:0005515	0.627	F
B1MDE5	GO:0016887	0.622	F
B2RD01	GO:0005515	0.738	F
B2RXF0	GO:0005515	0.647	F
B4DSL7	GO:0005515	0.580	F
B4XYC8	GO:0019104	0.557	F
B6SEH8	GO:0005515	0.651	F
B6SEH9	GO:0005515	0.648	F
B7PCV3	GO:0004867	0.889	F
B7Z8K6	GO:0005515	0.348	F
B7Z8K6	GO:0034987	0.406	F
B8BNY7	GO:0005515	0.481	F
B8BNY8	GO:0005515	0.696	F
B8DUI5	GO:0005515	0.368	F
B8ZZ34	GO:0005515	0.808	F
C0HMD1	GO:0004867	0.641	F
C0HMD5	GO:0004867	0.503	F
C0HMD6	GO:0005515	0.979	F
C0HMD7	GO:0005515	0.938	F
C0HME0	GO:0005515	0.901	F
C3W5S0	GO:0005515	0.715	F
C4JF73	GO:0005515	0.645	F
C4JF78	GO:0016218	0.536	F
C6KSN4	GO:0005515	0.542	F
C6KTD4	GO:0008526	0.542	F
C9J069	GO:0005515	0.896	F
C9J202	GO:0005515	0.478	F
C9JBD0	GO:0005515	0.932	F
C9JH25	GO:0005515	0.789	F
C9JI98	GO:0005515	0.795	F
C9JL84	GO:0005515	0.787	F
C9JUS6	GO:0005515	0.809	F
C9JVW0	GO:0005515	0.852	F
C9ZDC6	GO:0004497	0.584	F
C9ZDC6	GO:0005506	0.385	F
C9ZDC6	GO:0009975	0.534	F
C9ZDC6	GO:0016216	0.455	F
C9ZDC6	GO:0016218	0.887	F
C9ZDC6	GO:0016491	0.628	F
C9ZDC6	GO:0016713	0.629	F
C9ZDC6	GO:0016717	0.435	F
C9ZDC6	GO:0020037	0.672	F
C9ZDC6	GO:0070025	0.406	F
D0EPY3	GO:0005515	0.523	F
D2XUU4	GO:0005515	0.363	F
D2XUU5	GO:0005515	0.339	F
D2XUU6	GO:0005515	0.311	F
D2XUU6	GO:0090729	0.380	F
D2XUV0	GO:0090729	0.480	F
D2XUV1	GO:0090729	0.463	F
D3DTV9	GO:0005515	0.942	F
D4GU28	GO:0005515	0.814	F
D4GU28	GO:0005524	0.433	F
D4GVA7	GO:0005515	0.741	F
D4GVA7	GO:0097351	0.409	F
D4GVA8	GO:0005515	0.627	F
D4GW82	GO:0005515	0.504	F
D4GYL4	GO:0000234	0.443	F
D4GYL4	GO:0008168	0.371	F
D5AKX4	GO:0005515	0.361	F
D5AKX5	GO:0005515	0.543	F
D5AKX6	GO:0005515	0.464	F
D5AKX7	GO:0051539	0.418	F
D5LN76	GO:0106362	0.304	F
D5LWW7	GO:0005515	0.827	F
D6RBM5	GO:0004843	0.636	F
D6RBM5	GO:0005515	0.663	F
D6REC4	GO:0005515	0.935	F
D6RQ66	GO:0005515	0.630	F
D9PY12	GO:0005515	0.323	F
E2I9M6	GO:0004520	0.382	F
E2I9M6	GO:0004521	0.317	F
E2I9M6	GO:0005515	0.632	F
E2RYF6	GO:0005515	0.664	F
E2RYF7	GO:0005515	0.598	F
E4VP11	GO:0008289	0.546	F
E5RQL4	GO:0005515	0.807	F
E7A1Q4	GO:0019958	0.377	F
E7A1Q4	GO:0090729	0.316	F
E7FHH1	GO:0043546	0.715	F
E7FHH1	GO:0051536	0.512	F
E9DXX9	GO:0003713	0.757	F
E9DXX9	GO:0005515	0.489	F
E9DZB1	GO:0090729	0.622	F
E9E114	GO:0000978	0.445	F
E9E114	GO:0000981	0.412	F
E9F970	GO:0005515	0.425	F
F2RC64	GO:0005515	0.567	F
F2RC64	GO:0016887	0.524	F
F2SL79	GO:0016218	0.839	F
F2SL86	GO:0004497	0.921	F
F2SL86	GO:0004499	0.424	F
F2SL86	GO:0016218	0.720	F
F2SL86	GO:0016491	0.374	F
F2YGR7	GO:0005515	0.517	F
F2Z333	GO:0005515	0.737	F
F4JCB3	GO:0005515	0.835	F
F5GYI3	GO:0005515	0.941	F
F5H4A9	GO:0005515	0.903	F
F5H4A9	GO:0050699	0.424	F
F5L3T2	GO:0004333	0.342	F
F5L3T2	GO:0005506	0.569	F
F5L3T2	GO:0008824	0.815	F
F5L3T2	GO:0051537	0.816	F
F5L3T2	GO:0051538	0.448	F
F5L3T2	GO:0051539	0.559	F
F5L3T3	GO:0005515	0.468	F
F8L4W9	GO:0008234	0.432	F
F8L6R0	GO:0004843	0.518	F
F8L6R0	GO:0005515	0.644	F
F8L8G5	GO:0004843	0.494	F
F8L8G5	GO:0005515	0.443	F
F8L8I6	GO:0004843	0.960	F
F8L8I6	GO:0005515	0.536	F
F8V2V0	GO:0005515	0.867	F
F8WCM5	GO:0001664	0.497	F
F8WCM5	GO:0005102	0.405	F
F8WCM5	GO:0005179	0.398	F
F8WCM5	GO:0005515	0.761	F
F8WCM5	GO:0031781	0.380	F
F8WCM5	GO:0031782	0.353	F
G0S5S6	GO:0005515	0.653	F
G1XLI4	GO:0000156	0.596	F
G1XLI4	GO:0005515	0.341	F
G3G8W7	GO:0005515	0.549	F
G4MRQ6	GO:0003729	0.882	F
G4MYD3	GO:0000978	0.352	F
G4MYD3	GO:0003700	0.488	F
G4MYD3	GO:0043565	0.420	F
G4NB33	GO:0004037	0.389	F
G4NB33	GO:0005515	0.594	F
G9MK14	GO:0008061	0.857	F
G9MK14	GO:0050525	0.341	F
G9MK14	GO:0090729	0.374	F
G9MK14	GO:0140320	0.802	F
G9MNI0	GO:0008061	0.849	F
G9MNI0	GO:0090729	0.306	F
G9MNI0	GO:0140320	0.362	F
H3BNL1	GO:0005515	0.916	F
H3BQB6	GO:0005515	0.665	F
H3BQB6	GO:0005516	0.477	F
H3BV60	GO:0005515	0.780	F
H7C241	GO:0005515	0.814	F
H7C350	GO:0005515	0.947	F
H9C180	GO:0005515	0.783	F
H9C181	GO:0005515	0.603	F
I1RJE5	GO:0005199	0.921	F
I3L3L1	GO:0005515	0.943	F
I3L3R5	GO:0005515	0.643	F
I6XA42	GO:0005515	0.553	F
I6XA42	GO:0008080	0.373	F
I6XA42	GO:0008999	0.390	F
I6XA42	GO:0016407	0.581	F
I6XA42	GO:0061733	0.625	F
I6XA42	GO:1990189	0.316	F
I6Y1I5	GO:0005515	0.649	F
I6Y1Q2	GO:0005506	0.352	F
I6Y1Q2	GO:0005515	0.555	F
I6Y1Q2	GO:0008198	0.437	F
I6Y1Q2	GO:0008199	0.309	F
I6Y498	GO:0003924	0.496	F
I6Y498	GO:0005515	0.425	F
I6Y498	GO:0016887	0.362	F
I6YGX2	GO:0005515	0.503	F
I6YGX2	GO:0008658	0.993	F
I6YGX2	GO:0008955	0.557	F
I6YGX2	GO:0009002	0.669	F
I7MD46	GO:0005515	0.616	F
J4UJ50	GO:0004867	0.365	F
J4UJ50	GO:0090729	0.481	F
J4UJ50	GO:0140320	0.639	F
J4VZG7	GO:0000978	0.411	F
J4VZG7	GO:0000981	0.301	F
J4WLR8	GO:0000978	0.367	F
J4WLR8	GO:0000981	0.391	F
J4WLR8	GO:0003700	0.728	F
J4WLR8	GO:0005515	0.301	F
J4WLR8	GO:0043565	0.580	F
J5J666	GO:0005515	0.750	F
J5JC27	GO:0000978	0.419	F
J5JC27	GO:0001228	0.305	F
J5JC27	GO:0003700	0.576	F
J5JC27	GO:0043565	0.346	F
J5JM47	GO:0000978	0.571	F
J5JM47	GO:0000981	0.437	F
J5JM47	GO:0001228	0.383	F
J5JM47	GO:0003700	0.710	F
J5JM47	GO:0043565	0.547	F
J5K1D5	GO:0000978	0.419	F
J5K1D5	GO:0000981	0.374	F
J9UD11	GO:0005337	0.857	F
J9UD11	GO:0015205	0.470	F
J9UD11	GO:0032217	0.443	F
J9VDC2	GO:0004252	0.805	F
J9VG14	GO:0000978	0.307	F
J9VG14	GO:0000981	0.461	F
J9VG14	GO:0005515	0.376	F
J9VJ62	GO:0000978	0.626	F
J9VJ62	GO:0000981	0.484	F
J9VJ62	GO:0003700	0.453	F
J9VJ62	GO:0043565	0.416	F
J9VUG5	GO:0000977	0.337	F
J9VUG5	GO:0000978	0.743	F
J9VUG5	GO:0000981	0.671	F
J9VUG5	GO:0001228	0.514	F
J9VUG5	GO:0003700	0.453	F
J9VUG5	GO:0005515	0.344	F
J9VUG5	GO:0043565	0.348	F
J9VWG0	GO:0000978	0.629	F
J9VWG0	GO:0000981	0.676	F
J9VWG0	GO:0001228	0.453	F
J9VWG0	GO:0003700	0.534	F
J9VWG0	GO:0043565	0.538	F
J9W0U6	GO:0008061	0.802	F
J9W0U6	GO:0140320	0.697	F
K5TWP9	GO:0005515	0.536	F
L7F3F8	GO:0004497	0.487	F
L7F3F8	GO:0005506	0.326	F
L7F3F8	GO:0016216	0.346	F
L7F3F8	GO:0016218	0.858	F
L7F3F8	GO:0016491	0.543	F
L7F3F8	GO:0016713	0.486	F
L7F3F8	GO:0016717	0.300	F
L7F3F8	GO:0020037	0.590	F
L7N648	GO:0005515	0.888	F
M0QZC1	GO:0005515	0.824	F
M0QZD8	GO:0005515	0.595	F
M3B4Q3	GO:0015067	0.512	F
M3B4Q3	GO:0015068	0.566	F
O05910	GO:0003677	0.381	F
O05910	GO:0005515	0.576	F
O05910	GO:0097351	0.746	F
O06550	GO:0003677	0.363	F
O06550	GO:0005515	0.504	F
O13503	GO:0005199	0.459	F
O15255	GO:0005515	0.978	F
O17899	GO:0004930	0.376	F
O17899	GO:0005515	0.551	F
O24769	GO:0002953	0.887	F
O24769	GO:0005515	0.365	F
O43236	GO:0005515	0.861	F
O50329	GO:0005515	0.698	F
O50330	GO:0005515	0.578	F
O50333	GO:0005515	0.629	F
O50335	GO:0005515	0.777	F
O50337	GO:0005515	0.808	F
O50338	GO:0005515	0.302	F
O51624	GO:0005515	0.572	F
O51799	GO:0009975	0.556	F
O51799	GO:0016218	0.439	F
O51799	GO:0016835	0.497	F
O53718	GO:0005515	0.810	F
O60268	GO:0005515	0.837	F
O60279	GO:0005515	0.683	F
O60279	GO:0005540	0.534	F
O60281	GO:0005515	0.890	F
O60290	GO:0005515	0.785	F
O60309	GO:0005515	0.833	F
O60384	GO:0005515	0.927	F
O64191	GO:0005515	0.758	F
O64602	GO:0005515	0.886	F
O75071	GO:0005515	0.801	F
O75264	GO:0005515	0.885	F
O76269	GO:0005337	0.960	F
O76269	GO:0015205	0.638	F
O76269	GO:0032217	0.640	F
O76269	GO:0034257	0.360	F
O76343	GO:0005337	0.954	F
O76343	GO:0015205	0.713	F
O76343	GO:0015208	0.301	F
O76343	GO:0032217	0.635	F
O76343	GO:0034257	0.350	F
O95744	GO:0005515	0.756	F
O96002	GO:0005515	0.834	F
O96139	GO:0030145	0.306	F
O96637	GO:0004998	0.778	F
O96637	GO:0005515	0.373	F
O97297	GO:0005515	0.460	F
P0C2Y1	GO:0005515	0.935	F
P0C672	GO:0005515	0.678	F
P0C6C1	GO:0005515	0.879	F
P0C7L1	GO:0005515	0.430	F
P0C7N4	GO:0005515	0.941	F
P0C7T8	GO:0005515	0.931	F
P0C7U1	GO:0005515	0.336	F
P0C7U9	GO:0005515	0.930	F
P0C7V9	GO:0005515	0.462	F
P0C7V9	GO:0071424	0.423	F
P0C854	GO:0005515	0.714	F
P0C874	GO:0005515	0.862	F
P0CG23	GO:0000976	0.380	F
P0CG23	GO:0005515	0.754	F
P0CL83	GO:0005515	0.892	F
P0CL84	GO:0005515	0.834	F
P0CL85	GO:0005515	0.843	F
P0DJ93	GO:0005515	0.864	F
P0DJR0	GO:0005515	0.653	F
P0DKX4	GO:0005515	0.796	F
P0DL12	GO:0005515	0.924	F
P0DMB2	GO:0005515	0.919	F
P0DMQ5	GO:0005515	0.627	F
P0DP72	GO:0005515	0.797	F
P0DPE3	GO:0005102	0.391	F
P0DPE3	GO:0005515	0.848	F
P0DQW1	GO:0005515	0.789	F
P0DRE7	GO:0004867	0.310	F
P0DRG2	GO:0090729	0.406	F
P0DRG9	GO:0008191	0.453	F
P0DRH2	GO:0008191	0.488	F
P0DRH3	GO:0001664	0.363	F
P0DRH3	GO:0005184	0.535	F
P0DRH3	GO:0031841	0.733	F
P0DRH3	GO:0071855	0.628	F
P0DRH3	GO:0090729	0.331	F
P0DRH4	GO:0031841	0.666	F
P0DRH4	GO:0071855	0.651	F
P0DRH4	GO:0090729	0.723	F
P0DRH5	GO:0071855	0.466	F
P0DRH5	GO:0090729	0.433	F
P0DRH6	GO:0005184	0.546	F
P0DRH6	GO:0031841	0.354	F
P0DRH6	GO:0071855	0.810	F
P0DRH7	GO:0090729	0.931	F
P0DRH8	GO:0004867	0.835	F
P0DRH8	GO:0090729	0.306	F
P0DRH9	GO:0005158	0.314	F
P0DRH9	GO:0005515	0.348	F
P0DRI0	GO:0005158	0.609	F
P0DRI1	GO:0005158	0.625	F
P0DRI2	GO:0005158	0.462	F
P0DRI2	GO:0005515	0.334	F
P0DRI3	GO:0090729	0.372	F
P0DRI5	GO:0005515	0.937	F
P0DRI6	GO:0005184	0.370	F
P0DRI6	GO:0005515	0.323	F
P0DRI7	GO:0005515	0.327	F
P0DRI7	GO:0030550	0.397	F
P0DRI7	GO:0090729	0.745	F
P0DRI8	GO:0004867	0.495	F
P0DRI8	GO:0008061	0.472	F
P0DRI8	GO:0019855	0.335	F
P0DRI9	GO:0019855	0.665	F
P0DSO2	GO:0005515	0.863	F
P0DTF9	GO:0005515	0.769	F
P0DUH7	GO:0005515	0.329	F
P0DXG5	GO:0003677	0.448	F
P0DXG5	GO:0003700	0.537	F
P0DXG6	GO:0010181	0.732	F
P0DXG6	GO:0140616	0.410	F
P0DXG7	GO:0005506	0.455	F
P0DXG7	GO:0005507	0.312	F
P0DXG7	GO:0005515	0.335	F
P0DXG7	GO:0008270	0.317	F
P0DXG7	GO:0042802	0.370	F
P0DXG7	GO:0046872	0.405	F
P0DXN8	GO:0005515	0.612	F
P0DXN9	GO:0005515	0.820	F
P0DXN9	GO:1990846	0.305	F
P0DXO2	GO:0005515	0.373	F
P0DXO4	GO:0005515	0.701	F
P0DXO5	GO:0005515	0.820	F
P0DXO6	GO:0005515	0.788	F
P0DXU4	GO:0015562	0.686	F
P0DXU6	GO:0015489	0.360	F
P0DXU6	GO:0015562	0.489	F
P0DXU8	GO:0005515	0.375	F
